DATA,GRUPO,TIPO,ETAPA,TOTAL_IMPRESSOES,TOTAL_CLIQUES,TOTAL_CUSTO,TOTAL_SESSAO,TOTAL_INSCRICOES,TOTAL_MATRICULADOS,LEADS,CTR,CR,CPS,TX_LEADS,TX_INSCRITOS,CPI,TX_MATRICULADOS,CPMAT,CPA
2025-01-27,SEARCH,OPORTUNIDADES,FUNDO,193270,11792,33182.33486,9500,183,3,1114,0.06101309049516221,0.8056309362279511,3.492877353684211,0.11726315789473685,0.019263157894736843,181.32423420765028,0.01639344262295082,11060.778286666668,25.583912767925984
2025-01-27,SEARCH,MICROSOFT,MEIO,843389,7519,1508.9000000000005,2203,0,0,1,0.008915221801564876,0.29299108924059053,0.6849296413980938,0.00045392646391284613,0.0,,,,0.20067828168639454
2025-01-27,SEARCH,DV360,MEIO,6146243,306733,28109.899174000002,5988,0,0,0,0.04990577170476338,0.019521864292397623,4.694371939545759,0.0,0.0,,,,0.09164289194185171
2025-01-27,VALIDAÇÃO,VALIDAÇÃO,MEIO,0,0,0.0,14,0,0,0,,,0.0,0.0,0.0,,,,
2025-01-27,SEARCH,GENERICA,FUNDO,214552,14047,54978.90570200003,13235,262,31,1455,0.0654713076550207,0.9421940627892077,4.1540540764639236,0.10993577635058557,0.019795995466565925,209.84315153435128,0.1183206106870229,1773.5130871612914,32.02032947117067
2025-01-27,META,META,TOPO,4484365,15192,23211.910003000005,2742,0,0,0,0.003387770620812534,0.18048973143759875,8.465320934719184,0.0,0.0,,,,5.1761865956495526e-06
2025-01-26,PMAX,PMAX,FUNDO,5786662,222124,274838.978188,96281,595,5,2508,0.03838551482702809,0.4334560875907151,2.854550515553432,0.026048753128862394,0.006179827795722936,461.91424905546216,0.008403361344537815,54967.79563759999,88.5720200412504
2025-01-26,SEARCH,DV360,TOPO,13610360,17569,66435.671119,935,1,0,6,0.0012908549075851042,0.05321873754909215,71.05419371016043,0.006417112299465241,0.0010695187165775401,66435.671119,0.0,,4.881257447929372e-06
2025-01-26,SEARCH,SEARCH,MEIO,67501,3835,7059.909077,2362,10,1,46,0.05681397312632405,0.6159061277705346,2.988953885266723,0.01947502116850127,0.004233700254022015,705.9909077,0.1,7059.909077,1.8409150135593222
2025-01-26,SEARCH,SEARCH,FUNDO,13298,440,1535.951026,324,7,0,26,0.03308768235824936,0.7363636363636363,4.740589586419753,0.08024691358024691,0.021604938271604937,219.42157514285714,0.0,,46.54397048484849
2025-01-26,DEMAND GEN,DEMAND GEN,FUNDO,493697,8778,11381.787278,1591,5,0,18,0.017780136399451484,0.1812485759854181,7.1538574971715905,0.011313639220615965,0.0031426775612822125,2276.3574556,0.0,,494.8603164347826
2025-01-26,SEARCH,OPORTUNIDADES,FUNDO,179068,5511,15842.24817,4335,69,3,418,0.030776018049009316,0.7866086009798585,3.654497847750865,0.09642445213379469,0.01591695501730104,229.5977995652174,0.043478260869565216,5280.74939,32.53028371663245
2025-01-26,TIKTOK,TIKTOK,TOPO,2262601,5149,8583.58,1563,0,0,1,0.0022756995157343254,0.30355408817246066,5.491733845169546,0.0006397952655150352,0.0,,,,3.7936781606655347e-06
2025-01-26,SEARCH,MARCAS,FUNDO,58932,21549,35358.571447,19509,740,8,3111,0.3656587253105274,0.9053320339690937,1.8124235710185044,0.1594648623712133,0.03793121123583987,47.78185330675676,0.010810810810810811,4419.821430875,9.181659685016879
2025-01-26,TIKTOK,TIKTOK,FUNDO,709765,8226,5047.9900000000025,4601,3,0,33,0.011589751537480715,0.5593240943350353,1.0971506194305591,0.007172353836122582,0.0006520321669202348,1682.663333333334,0.0,,140.22194444444452
2025-01-26,META,META,MEIO,5850848,124827,49226.56,72094,0,0,3,0.02133485607556375,0.5775513310421624,0.6828107748217604,4.161233944572364e-05,0.0,,,,0.39435827184823796
2025-01-26,TIKTOK,TIKTOK,MEIO,748488,5367,2670.739999999999,1369,0,0,3,0.007170455638567352,0.2550773243897895,1.9508692476260037,0.002191380569758948,0.0,,,,0.4976225079187626
2025-01-26,META,META,FUNDO,18420048,89037,256752.57999699994,37611,482,9,2142,0.00483370075908597,0.4224198928535328,6.826528940921537,0.05695142378559464,0.012815399750073116,532.6817012385891,0.01867219917012448,28528.064444111104,97.8477820110518
2025-01-26,VALIDAÇÃO,VALIDAÇÃO,FUNDO,0,0,0.0,1,1,0,1,,,0.0,1.0,1.0,0.0,0.0,,0.0
2025-01-26,SEARCH,GENERICA,FUNDO,128801,8934,31419.995025000004,8438,142,19,722,0.06936281550609079,0.9444817550929036,3.723630602630956,0.08556529983408391,0.016828632377340603,221.2675705985916,0.13380281690140844,1653.6839486842107,36.36573498263889
2025-01-26,SEARCH,MICROSOFT,FUNDO,118566,4596,21882.080000000005,3597,91,6,457,0.03876322048479328,0.7826370757180157,6.083425076452601,0.12705031971087016,0.02529886016124548,240.46241758241763,0.06593406593406594,3647.0133333333342,39.930802919708036
2025-01-26,SEARCH,MICROSOFT,MEIO,898932,8579,1666.0099999999989,2417,0,0,0,0.009543547231603725,0.2817344678867001,0.6892883740173764,0.0,0.0,,,,0.19419629327427426
2025-01-26,META,META,TOPO,4619878,11203,20166.440003999996,2791,0,0,1,0.0024249558105214034,0.24912969740248148,7.225524902902184,0.00035829451809387314,0.0,,,,4.36514557397403e-06
2025-01-26,SEARCH,DV360,MEIO,6530665,302553,28953.059491000007,5665,0,0,2,0.04632805388118974,0.018723992160051297,5.110866635657548,0.000353045013239188,0.0,,,,0.09569582681711968
2025-01-26,TIKTOK,TIKTOK,PRESENCIAL,0,0,0.0,2,0,0,0,,,0.0,0.0,0.0,,,,
2025-01-26,VALIDAÇÃO,VALIDAÇÃO,MEIO,0,0,0.0,23,0,0,0,,,0.0,0.0,0.0,,,,
2025-01-26,SEARCH,CURSOS,FUNDO,312154,20984,66235.32875100001,15783,271,28,1224,0.06722322955976857,0.752144491040793,4.196624770385859,0.07755179623645694,0.01717037318633973,244.41080719926202,0.1033210332103321,2365.5474553928575,44.30456772642141
2025-01-25,META,META,FUNDO,13275615,74092,187460.969994,34616,378,5,1551,0.005581059709851483,0.4672029368892728,5.415442858620292,0.04480587011786457,0.010919805870117864,495.9284920476191,0.013227513227513227,37492.1939988,97.18038879937792
2025-01-25,SEARCH,DV360,MEIO,6511983,296072,28613.745855999983,5320,0,0,0,0.04546572065682604,0.01796860223188954,5.378523657142854,0.0,0.0,,,,0.09664455219000778
2025-01-25,META,META,TOPO,4430666,14416,21898.429999999997,2506,0,0,0,0.003253686917497279,0.173834628190899,8.73839984038308,0.0,0.0,,,,4.94246914572211e-06
2025-01-25,SEARCH,SEARCH,FUNDO,32518,1099,3672.3089700000005,713,8,2,42,0.03379666646165201,0.6487716105550501,5.150503464235625,0.05890603085553997,0.011220196353436185,459.03862125000006,0.25,1836.1544850000002,73.4461794
2025-01-25,TIKTOK,TIKTOK,TOPO,2169713,4694,8354.93,1418,2,0,4,0.0021634197702645463,0.30208777162334893,5.8920521861777155,0.0028208744710860366,0.0014104372355430183,4177.465,0.0,,3.850707443795562e-06
2025-01-25,SEARCH,CURSOS,FUNDO,333679,23648,63239.10804500001,16093,238,36,1145,0.07087050728394655,0.6805226657645467,3.9296034328590075,0.07114894674703287,0.01478903871248369,265.71053800420174,0.15126050420168066,1756.641890138889,45.726036185827915
2025-01-25,SEARCH,MICROSOFT,MEIO,845185,8306,1602.9700000000003,2268,0,0,0,0.009827434230375598,0.27305562244160847,0.7067768959435627,0.0,0.0,,,,0.19298940524921745
2025-01-25,PMAX,PMAX,FUNDO,3524136,127085,245939.799614,85490,466,7,2213,0.03606132112949103,0.6726993744344336,2.876825355176044,0.025886068546028776,0.005450929933325535,527.7678103304721,0.015021459227467811,35134.257087714286,91.802836735349
2025-01-25,TIKTOK,TIKTOK,MEIO,686287,5402,2562.3099999999977,1290,0,0,0,0.007871342455853018,0.23880044427989633,1.9862868217054246,0.0,0.0,,,,0.4743261754905586
2025-01-25,SEARCH,MARCAS,FUNDO,58518,18789,31511.835339,18081,494,8,2470,0.3210806931200656,0.9623183777742296,1.7428148519993363,0.13660748852386484,0.027321497704772966,63.78914036234818,0.016194331983805668,3938.979417375,10.631523393724697
2025-01-25,DEMAND GEN,DEMAND GEN,FUNDO,800099,12552,13184.350751,1800,8,1,26,0.01568805860274791,0.14340344168260039,7.324639306111111,0.014444444444444444,0.0044444444444444444,1648.043843875,0.125,13184.350751,387.7750220882353
2025-01-25,SEARCH,SEARCH,MEIO,71180,3667,6492.934367,2260,4,1,47,0.051517280134869343,0.6163076083992365,2.8729798084070794,0.02079646017699115,0.0017699115044247787,1623.23359175,0.25,6492.934367,1.7706393146986636
2025-01-25,TIKTOK,TIKTOK,FUNDO,397367,3745,3675.290000000002,2212,12,1,28,0.009424537014900583,0.5906542056074766,1.661523508137433,0.012658227848101266,0.0054249547920434,306.2741666666668,0.08333333333333333,3675.290000000002,91.88225000000004
2025-01-25,TIKTOK,TIKTOK,PRESENCIAL,0,0,0.0,1,0,0,0,,,0.0,0.0,0.0,,,,
2025-01-25,SEARCH,DV360,TOPO,14312745,16411,67610.876308,904,1,0,5,0.001146600459939725,0.05508500396075803,74.7907923761062,0.0055309734513274336,0.0011061946902654867,67610.876308,0.0,,4.723823159568623e-06
2025-01-25,META,META,MEIO,4436060,107497,41348.950001000005,59000,1,0,3,0.02423253968611786,0.548852526117008,0.7008296610338984,5.0847457627118643e-05,1.694915254237288e-05,41348.950001000005,0.0,,0.3846521298361815
2025-01-25,VALIDAÇÃO,VALIDAÇÃO,MEIO,0,0,0.0,23,0,0,0,,,0.0,0.0,0.0,,,,
2025-01-25,SEARCH,MICROSOFT,FUNDO,81204,3744,17765.670000000002,3176,88,5,430,0.0461061031476282,0.8482905982905983,5.593724811083124,0.1353904282115869,0.027707808564231738,201.88261363636366,0.056818181818181816,3553.1340000000005,34.29666023166023
2025-01-25,SEARCH,OPORTUNIDADES,FUNDO,196619,6926,21417.588489,5362,99,3,532,0.03522548685528865,0.7741842333237078,3.9943283269302503,0.09921671018276762,0.01846325997762029,216.33927766666667,0.030303030303030304,7139.1961630000005,33.9422955451664
2025-01-25,SEARCH,GENERICA,FUNDO,128131,8689,30534.798749,8500,139,16,709,0.06781340971349635,0.9782483599953965,3.5923292645882356,0.08341176470588235,0.016352941176470587,219.6748111438849,0.11510791366906475,1908.4249218125,36.00801739268868
2025-01-24,PMAX,PMAX,FUNDO,6105989,224674,343965.37629,138629,657,5,3348,0.036795677162209106,0.6170228864933192,2.481193518600004,0.024150790960044435,0.004739268118503343,523.5393855251141,0.0076103500761035,68793.075258,85.88398908614232
2025-01-24,SEARCH,DV360,TOPO,13879699,16866,65477.47893500001,1070,0,0,0,0.0012151560347238078,0.06344124273686708,61.19390554672898,0.0,0.0,,,,4.7174999209276805e-06
2025-01-24,SEARCH,DV360,MEIO,6789902,306884,29033.32699000001,5655,0,0,1,0.045197117719813926,0.018427158144445458,5.1340984951370485,0.00017683465959328028,0.0,,,,0.09460684489904983
2025-01-24,TIKTOK,TIKTOK,MEIO,659804,4855,2470.579999999998,1066,0,0,0,0.007358245782080739,0.21956745623069002,2.3176172607879906,0.0,0.0,,,,0.5088733264675588
2025-01-24,DEMAND GEN,DEMAND GEN,FUNDO,478889,4272,10449.737091,688,9,1,33,0.008920647582216338,0.16104868913857678,15.188571353197675,0.04796511627906977,0.01308139534883721,1161.081899,0.1111111111111111,10449.737091,248.8032640714286
2025-01-24,SEARCH,CURSOS,FUNDO,445440,28822,107773.15773300001,20845,346,47,1952,0.0647045617816092,0.7232322531399625,5.1702162500839535,0.0936435596066203,0.0165987047253538,311.48311483526015,0.13583815028901733,2293.045909212766,46.898676124020895
2025-01-24,DEMAND GEN,DEMAND GEN,MEIO,946841,26863,1299.294009,6807,3,1,7,0.02837118375735736,0.25339686557718794,0.19087615821947995,0.001028353165858675,0.00044072278536800354,433.098003,0.3333333333333333,1299.294009,0.048367420206231616
2025-01-24,SEARCH,GENERICA,FUNDO,244811,14716,63509.43091199999,13243,178,19,1242,0.06011167798832569,0.8999048654525686,4.795698173525635,0.09378539605829495,0.013441063203201691,356.7945556853932,0.10674157303370786,3342.601626947368,44.72495134647887
2025-01-24,SEARCH,MICROSOFT,FUNDO,177160,7541,35077.530000000006,6548,161,7,991,0.042566041995935874,0.8683198514785837,5.356983811850948,0.1513439218081857,0.024587660354306658,217.87285714285719,0.043478260869565216,5011.075714285716,30.449244791666672
2025-01-24,SEARCH,SEARCH,FUNDO,73916,2391,8696.941204,1590,21,3,103,0.03234752962822664,0.6649937264742786,5.469774342138365,0.06477987421383648,0.013207547169811321,414.14005733333335,0.14285714285714285,2898.9804013333337,70.13662261290322
2025-01-24,TIKTOK,TIKTOK,TOPO,2048124,4562,8516.18,1428,0,0,1,0.00222740420013632,0.313020604997808,5.963711484593838,0.0007002801120448179,0.0,,,,4.158039259341719e-06
2025-01-24,META,META,MEIO,3938905,105223,38697.800000999996,57394,0,0,1,0.02671376943592191,0.5454510895906789,0.67424817926961,1.742342405129456e-05,0.0,,,,0.36776940403714015
2025-01-24,SEARCH,SEARCH,MEIO,103154,5558,9700.881883,3380,6,1,61,0.053880605696337514,0.6081324217344368,2.870083397337278,0.01804733727810651,0.0017751479289940828,1616.8136471666667,0.16666666666666666,9700.881883,1.7453907670025188
2025-01-24,TIKTOK,TIKTOK,FUNDO,1438682,9866,9150.250000000002,6766,9,1,40,0.006857665557781358,0.6857895803770525,1.352386934673367,0.005911912503694945,0.0013301803133313626,1016.6944444444447,0.1111111111111111,9150.250000000002,186.73979591836738
2025-01-24,META,META,FUNDO,17993601,89736,265291.530007,42197,516,6,2248,0.004987106249605068,0.4702349112953553,6.286976088513402,0.05327392942626253,0.01222835746617058,514.1308721065892,0.011627906976744186,44215.25500116667,95.9810166450796
2025-01-24,SEARCH,OPORTUNIDADES,FUNDO,605519,22373,75391.83739600002,14605,254,3,1549,0.03694846899932124,0.652795780628436,5.162056651557687,0.10605956864087641,0.017391304347826087,296.818257464567,0.011811023622047244,25130.61246533334,41.81466300388243
2025-01-24,SEARCH,MARCAS,FUNDO,110805,33657,61170.51186399999,31377,1130,7,4648,0.3037498307838094,0.9322577769854711,1.9495334756031486,0.1481339834910922,0.036013640564744875,54.133196339823,0.006194690265486726,8738.644552,10.586796791969538
2025-01-24,META,META,TOPO,4292543,13790,21490.289998,2628,1,0,2,0.0032125478999278515,0.19057287889775198,8.177431506088281,0.00076103500761035,0.000380517503805175,21490.289998,0.0,,5.006423930523235e-06
2025-01-24,TIKTOK,TIKTOK,CAPTACAO,0,0,0.0,7,0,0,0,,,0.0,0.0,0.0,,,,
2025-01-24,SEARCH,MICROSOFT,MEIO,1165285,10661,2102.74,3169,1,0,2,0.009148834834396736,0.2972516649470031,0.6635342379299463,0.0006311139160618492,0.0003155569580309246,2102.74,0.0,,0.19723665697401743
2025-01-23,SEARCH,CURSOS,FUNDO,425891,28449,127270.75040999996,21040,387,40,1971,0.06679878184793762,0.7395690533937924,6.048990038498097,0.0936787072243346,0.018393536121673004,328.8649881395348,0.10335917312661498,3181.768760249999,53.97402477099235
2025-01-23,VALIDAÇÃO,VALIDAÇÃO,MEIO,0,0,0.0,17,0,0,0,,,0.0,0.0,0.0,,,,
2025-01-23,PMAX,PMAX,FUNDO,8612764,357877,401937.544942,188567,740,6,3517,0.04155193385073595,0.5269044951198317,2.1315370395774447,0.018651195596260214,0.003924334586645596,543.1588445162163,0.008108108108108109,66989.59082366667,94.41802794033357
2025-01-23,META,META,FUNDO,25536887,123284,408799.72000000003,52343,629,8,2741,0.004827683186286566,0.42457253171538883,7.810017003228704,0.052366123454903234,0.012016888600194868,649.9200635930048,0.012718600953895072,51099.965000000004,121.30555489614244
2025-01-23,TIKTOK,TIKTOK,MEIO,1092246,6972,4329.31,1400,1,0,2,0.006383177416076598,0.20080321285140562,3.092364285714286,0.0014285714285714286,0.0007142857142857143,4329.31,0.0,,0.6209566838783707
2025-01-23,DEMAND GEN,DEMAND GEN,FUNDO,439446,2782,10416.766424,632,4,1,37,0.006330698197275661,0.2271746944644141,16.48222535443038,0.058544303797468354,0.006329113924050633,2604.191606,0.25,10416.766424,254.06747375609754
2025-01-23,SEARCH,GENERICA,FUNDO,252714,17094,75263.63284199998,14685,245,23,1348,0.06764168190127971,0.859073359073359,5.12520482410623,0.09179434797412325,0.016683690840994213,307.1985013959183,0.09387755102040816,3272.331862695651,47.24647384934085
2025-01-23,SEARCH,SEARCH,FUNDO,9833,319,1110.66924,220,4,0,19,0.032441777687379235,0.6896551724137931,5.048496545454546,0.08636363636363636,0.01818181818181818,277.66731,0.0,,48.28996695652174
2025-01-23,META,META,TOPO,4540697,14780,22856.279999,2638,0,0,1,0.0032550068855067846,0.17848443843031123,8.66424564025777,0.0003790750568612585,0.0,,,,5.033650120014614e-06
2025-01-23,SEARCH,MARCAS,FUNDO,97699,34898,64242.15380099999,32836,1236,8,4749,0.357199152499002,0.9409135193993925,1.9564549214581555,0.14462784748446827,0.037641612863929835,51.97585258980582,0.006472491909385114,8030.269225124999,10.733860284210525
2025-01-23,META,META,MEIO,3515913,101659,38931.380002,54316,0,0,2,0.028913969145425385,0.5342960288808665,0.7167571250092054,3.682156270712129e-05,0.0,,,,0.3829604855644852
2025-01-23,TIKTOK,TIKTOK,FUNDO,3655842,22431,22718.430000000004,11960,16,2,76,0.006135659035592895,0.5331906736213277,1.8995342809364553,0.006354515050167224,0.0013377926421404682,1419.9018750000002,0.125,11359.215000000002,246.93945652173917
2025-01-23,TIKTOK,TIKTOK,TOPO,2150222,4743,8556.97,1356,1,0,3,0.0022058187480176465,0.28589500316255534,6.310449852507374,0.0022123893805309734,0.0007374631268436578,8556.97,0.0,,3.979575132242159e-06
2025-01-23,SEARCH,MICROSOFT,FUNDO,128548,6187,26794.530000000002,5755,156,8,903,0.048129881445063326,0.9301761758525942,4.6558696785404,0.15690703735881842,0.027106863596872286,171.7598076923077,0.05128205128205128,3349.3162500000003,25.30172804532578
2025-01-23,SEARCH,MICROSOFT,MEIO,1234382,12033,2219.869999999998,3452,0,0,1,0.009748197883637318,0.2868777528463392,0.643067786790266,0.00028968713789107763,0.0,,,,0.18448184160226028
2025-01-23,DEMAND GEN,DEMAND GEN,MEIO,1152107,33065,1595.489474,9039,3,1,10,0.02869959127060247,0.2733706336004839,0.17651172408452262,0.0011063170704723973,0.00033189512114171923,531.8298246666667,0.3333333333333333,1595.489474,0.04825312185089974
2025-01-23,SEARCH,DV360,MEIO,6506330,290900,29465.294139000012,5617,0,0,0,0.04471030519509462,0.01930904090752836,5.245735114651952,0.0,0.0,,,,0.1012901139188725
2025-01-23,SEARCH,DV360,TOPO,13476604,15473,61348.047623999984,753,0,0,0,0.0011481379136761753,0.048665417178310605,81.4715107888446,0.0,0.0,,,,4.552188936025722e-06
2025-01-23,SEARCH,SEARCH,MEIO,117736,5831,9974.998038,3836,5,0,49,0.049526058299925256,0.6578631452581032,2.600364452033368,0.012773722627737226,0.0013034410844629822,1994.9996076,0.0,,1.7106839372320357
2025-01-23,SEARCH,OPORTUNIDADES,FUNDO,131464,5729,22998.53407,5041,75,3,614,0.04357847015152437,0.8799092337231629,4.56229598690736,0.12180122991469947,0.014878000396746678,306.6471209333333,0.04,7666.178023333334,33.3795850072569
2025-01-22,DEMAND GEN,DEMAND GEN,FUNDO,663586,12162,11312.094684,1669,6,1,34,0.018327692265961006,0.13723071863180397,6.777767935290593,0.02037147992810066,0.0035949670461354103,1885.3491139999999,0.16666666666666666,11312.094684,282.80236709999997
2025-01-22,TIKTOK,TIKTOK,FUNDO,3441656,12572,22307.990000000005,9483,14,1,75,0.00365289267724607,0.7542952593063952,2.3524190656965103,0.007908889591901298,0.0014763260571549089,1593.4278571428574,0.07142857142857142,22307.990000000005,250.65157303370793
2025-01-22,SEARCH,SEARCH,FUNDO,8982,252,1018.9013769999999,224,4,0,19,0.028056112224448898,0.8888888888888888,4.548666861607143,0.08482142857142858,0.017857142857142856,254.72534424999998,0.0,,44.30005986956521
2025-01-22,SEARCH,MARCAS,FUNDO,101728,37409,71656.63006499999,36183,1124,10,5367,0.3677355300408934,0.967227137854527,1.9803949386452198,0.14832932592654008,0.031064311969709532,63.75145023576511,0.008896797153024912,7165.663006499999,11.039382231551377
2025-01-22,META,META,TOPO,4689423,10678,19933.220001,2681,0,0,0,0.0022770392007716088,0.2510769807079978,7.43499440544573,0.0,0.0,,,,4.250676469365208e-06
2025-01-22,SEARCH,OPORTUNIDADES,FUNDO,136291,4813,19971.152281000002,4942,82,3,567,0.03531414400070437,1.0268024101392064,4.041107300890328,0.11473087818696884,0.01659247268312424,243.55063757317077,0.036585365853658534,6657.050760333334,30.772191496147922
2025-01-22,TIKTOK,TIKTOK,MEIO,3559106,27439,13412.380000000008,7310,0,0,0,0.0077095203121233255,0.2664091256970006,1.8347989056087564,0.0,0.0,,,,0.4888071722730423
2025-01-22,VALIDAÇÃO,VALIDAÇÃO,MEIO,0,0,0.0,2,0,0,0,,,0.0,0.0,0.0,,,,
2025-01-22,SEARCH,GENERICA,FUNDO,220940,15229,69212.35192900001,13794,250,26,1286,0.06892821580519598,0.9057718825924224,5.017569372843266,0.09322894011889227,0.01812382195157315,276.84940771600003,0.104,2662.0135357307695,45.06012495377605
2025-01-22,META,META,MEIO,6001151,148657,65055.040002999995,83285,1,1,4,0.024771414683616527,0.5602494332591132,0.7811135258810109,4.802785615657081e-05,1.2006964039142702e-05,65055.040002999995,1.0,65055.040002999995,0.43761841018586406
2025-01-22,SEARCH,DV360,TOPO,13456323,15438,61679.510912999984,722,0,0,0,0.001147267347848294,0.04676771602539189,85.42868547506923,0.0,0.0,,,,4.583682400682562e-06
2025-01-22,SEARCH,CURSOS,FUNDO,348593,24178,112405.06230500003,19183,361,42,1774,0.06935882246631458,0.7934072297129622,5.8596185322942205,0.09247771464317364,0.018818745764478964,311.37136372576185,0.11634349030470914,2676.3110072619056,52.64874112646371
2025-01-22,PMAX,PMAX,FUNDO,19274091,777782,676481.4339579999,323006,944,7,4426,0.0403537577984871,0.41529117413362615,2.0943308605970166,0.01370253184151378,0.002922546330408723,716.6116885148305,0.007415254237288136,96640.20485114284,125.97419626778397
2025-01-22,SEARCH,MICROSOFT,FUNDO,138697,6390,27436.89999999999,6324,161,8,974,0.04607165259522556,0.9896713615023475,4.338535736875394,0.15401644528779254,0.025458570524984188,170.4155279503105,0.049689440993788817,3429.612499999999,24.173480176211445
2025-01-22,TIKTOK,TIKTOK,TOPO,2605373,5606,14706.580000000002,1474,0,0,5,0.002151707260342377,0.2629325722440243,9.977327001356853,0.0033921302578018998,0.0,,,,5.6447119088130575e-06
2025-01-22,SEARCH,SEARCH,MEIO,102831,5578,9994.157124,3664,4,1,35,0.0542443426593148,0.6568662603083543,2.727662970524017,0.00955240174672489,0.001091703056768559,2498.539281,0.25,9994.157124,1.791709774829688
2025-01-22,SEARCH,DV360,MEIO,8740946,440996,38804.858883,5967,0,0,0,0.0504517474424393,0.013530734972652813,6.50324432428356,0.0,0.0,,,,0.08799367541428947
2025-01-22,DEMAND GEN,DEMAND GEN,MEIO,5891771,190960,11814.294566,127855,52,1,265,0.03241130722833593,0.6695381231671554,0.09240385253607603,0.0020726604356497594,0.0004067107269954245,227.19797242307692,0.019230769230769232,11814.294566,0.06186790200041894
2025-01-22,META,META,FUNDO,42286731,200456,689149.339991,76344,801,10,3689,0.004740399535731433,0.3808516582192601,9.026895892159175,0.04832075867127738,0.010491983652939327,860.3612234594258,0.012484394506866416,68914.9339991,153.48537638997774
2025-01-22,SEARCH,MICROSOFT,MEIO,1278058,11788,2079.1899999999982,3311,0,0,0,0.009223368579516736,0.2808788598574822,0.6279643612201746,0.0,0.0,,,,0.17638191381065477
2025-01-21,SEARCH,DV360,MEIO,10210540,552193,51605.32417600001,6722,1,0,2,0.054080685252689865,0.012173279994494678,7.677078871764357,0.0002975304968759298,0.0001487652484379649,51605.32417600001,0.0,,0.09345523064580682
2025-01-21,META,META,FUNDO,60626464,285722,911082.369999,104584,1164,8,5246,0.004712826398715914,0.36603411707883887,8.711489042291364,0.05016063642622198,0.011129809531094622,782.7168127139175,0.006872852233676976,113885.296249875,142.13453510124805
2025-01-21,SEARCH,DV360,TOPO,13482009,13588,60972.74098299999,610,0,0,2,0.0010078616621602909,0.044892552251987045,99.95531308688523,0.003278688524590164,0.0,,,,4.522526352192762e-06
2025-01-21,SEARCH,SEARCH,FUNDO,28469,966,5856.038711000002,749,35,0,81,0.03393164494713548,0.7753623188405797,7.818476249666224,0.1081441922563418,0.04672897196261682,167.3153917428572,0.0,,50.483092336206916
2025-01-21,SEARCH,OPORTUNIDADES,FUNDO,177585,7307,26397.282934999996,7399,174,4,972,0.04114649322859476,1.0125906664841933,3.5676825158805237,0.13136910393296392,0.023516691444789836,151.7085226149425,0.022988505747126436,6599.320733749999,23.034278302792316
2025-01-21,VALIDAÇÃO,VALIDAÇÃO,MEIO,0,0,0.0,6,0,0,0,,,0.0,0.0,0.0,,,,
2025-01-21,PMAX,PMAX,FUNDO,130665882,3973988,1706794.507807,746897,1241,5,5902,0.030413356104694568,0.18794646586753658,2.285180564129994,0.007902026651599886,0.0016615410156956046,1375.338040134569,0.0040290088638195,341358.90156140004,238.94645216393673
2025-01-21,TIKTOK,TIKTOK,TOPO,3088014,6514,19228.030000000002,1336,1,0,4,0.0021094463949969137,0.20509671476819158,14.392238023952098,0.0029940119760479044,0.0007485029940119761,19228.030000000002,0.0,,6.226665423148989e-06
2025-01-21,TIKTOK,TIKTOK,MEIO,4946968,49134,18830.70000000001,17987,2,1,5,0.009932144295253173,0.36608051451133633,1.0469060988491694,0.00027797854005670765,0.00011119141602268305,9415.350000000006,0.5,18830.70000000001,0.3832519233117599
2025-01-21,META,META,TOPO,5435476,14796,25136.430001999997,2822,0,0,0,0.0027221167014627604,0.1907272235739389,8.907310418851877,0.0,0.0,,,,4.624513106487822e-06
2025-01-21,DEMAND GEN,DEMAND GEN,FUNDO,1250285,23513,11820.979723,2397,2,0,41,0.018806112206416935,0.10194360566495131,4.931572683771381,0.017104714226115977,0.0008343763037129745,5910.4898615,0.0,,274.9065051860465
2025-01-21,TIKTOK,TIKTOK,FUNDO,2797461,13576,19777.140000000003,10775,32,3,99,0.004852972034283945,0.7936800235710076,1.835465429234339,0.009187935034802783,0.0029698375870069607,618.0356250000001,0.09375,6592.380000000001,150.97053435114506
2025-01-21,SEARCH,MARCAS,FUNDO,99274,38385,68588.934889,38653,1425,10,6154,0.38665713076938574,1.0069818939689983,1.7744789508964374,0.15921144542467597,0.0368664786691848,48.13258588701754,0.007017543859649123,6858.893488899999,9.049866062673175
2025-01-21,SEARCH,SEARCH,MEIO,115695,6094,10936.843721,3968,6,0,43,0.05267297636025758,0.6511322612405644,2.7562610183971774,0.010836693548387098,0.0015120967741935483,1822.8072868333331,0.0,,1.7946904694781751
2025-01-21,DEMAND GEN,DEMAND GEN,MEIO,10064647,309222,21885.636633,189372,95,2,448,0.030723581264201317,0.6124143819003822,0.11556954899879601,0.0023657140443148934,0.0005016581120757029,230.37512245263156,0.021052631578947368,10942.8183165,0.0707764539166036
2025-01-21,META,META,MEIO,11730401,222469,98420.31999999999,128306,2,1,15,0.018965165811467143,0.5767365340789053,0.7670749614203544,0.00011690801677240348,1.5587735569653796e-05,49210.159999999996,0.5,98420.31999999999,0.44240015462828525
2025-01-21,SEARCH,MICROSOFT,FUNDO,142286,7307,33161.67999999999,6628,204,8,1111,0.05135431454956918,0.9070754071438347,5.003270971635485,0.1676222088111044,0.030778515389257695,162.55725490196076,0.0392156862745098,4145.209999999999,25.218007604562732
